idx,speed,angle
140,25.0,0.0
141,25.0,0.0
142,25.0,0.0
143,25.0,0.0
144,25.0,0.0
145,25.0,0.0
146,25.0,0.0
147,25.0,0.0
148,25.0,0.0
149,25.0,0.0
150,25.0,0.0
151,25.0,0.0
152,25.0,0.0
153,25.0,0.0
154,25.0,0.0
155,25.0,0.0
156,25.0,0.0
157,25.0,0.0
158,25.0,0.0
159,25.0,0.0
160,25.0,0.0
161,25.0,0.0
162,25.0,0.0
163,25.0,0.0
164,25.0,0.0
165,25.0,0.0
166,25.0,0.0
167,25.0,0.0
168,25.0,0.0
169,25.0,0.0
170,25.0,0.0
171,25.0,0.0
172,25.0,0.0
173,25.0,0.0
174,25.0,0.0
175,25.0,0.0
176,25.0,0.0
177,25.0,0.0
178,25.0,0.0
179,25.0,0.0
180,25.0,0.0
181,25.0,0.0
182,25.0,0.0
183,25.0,0.0
184,25.0,0.0
185,25.0,0.0
186,25.0,0.0
187,25.0,0.0
188,25.0,0.0
189,25.0,0.0
190,25.0,0.0
191,25.0,0.0
192,25.0,0.0
193,25.0,0.0
194,25.0,0.0
195,25.0,0.0
196,25.0,0.0
197,25.0,0.0
198,25.0,0.0
199,25.0,0.0
200,25.0,0.0
201,25.0,0.0
202,25.0,0.0
203,25.0,0.0
204,25.0,0.0
205,25.0,0.0
206,25.0,0.0
207,25.0,0.0
208,25.0,0.0
209,25.0,0.0
210,25.0,0.0
211,25.0,0.0
212,25.0,0.0
213,25.0,0.0
214,25.0,0.0
215,25.0,0.0
216,25.0,0.0
217,25.0,0.0
218,25.0,0.0
219,25.0,0.0
220,25.0,0.0
221,25.0,0.0
222,25.0,0.0
223,25.0,0.0
224,25.0,0.0
225,25.0,0.0
226,25.0,0.0
227,25.0,0.0
228,25.0,0.0
229,25.0,0.0
230,25.0,0.0
231,25.0,0.0
232,25.0,0.0
233,25.0,0.0
234,25.0,0.0
235,25.0,0.0
236,25.0,0.0
237,25.0,0.0
238,25.0,0.0
239,25.0,0.0
240,25.0,0.0
241,25.0,0.0
242,25.0,0.0
243,25.0,0.0
244,25.0,0.0
245,25.0,0.0
246,25.0,0.0
247,25.0,0.0
248,25.0,0.0
249,25.0,0.0
250,25.0,0.0
251,25.0,0.0
252,25.0,0.0
253,25.0,0.0
254,25.0,0.0
255,25.0,0.0
256,25.0,0.0
257,25.0,0.0
258,25.0,0.0
259,25.0,0.0
260,25.0,0.0
261,25.0,0.0
262,25.0,0.0
263,25.0,0.0
264,25.0,0.0
265,25.0,0.0
266,25.0,0.0
267,25.0,0.0
268,25.0,0.0
269,25.0,0.0
270,25.0,0.0
271,25.0,0.0
272,25.0,0.0
273,25.0,0.0
274,25.0,0.0
275,25.0,0.0
276,25.0,0.0
277,25.0,0.0
278,25.0,0.0
279,25.0,0.0
280,25.0,0.0
281,25.0,0.0
282,25.0,0.0
283,25.0,0.0
284,25.0,-0.2
285,25.0,-0.2
286,25.0,-0.2
287,25.0,-0.2
288,25.0,-0.2
289,25.0,-0.2
290,25.0,-0.2
291,25.0,-0.2
292,25.0,-0.2
293,25.0,-0.2
294,25.0,-0.2
295,25.0,0.0
296,25.0,0.0
297,25.0,0.0
298,25.0,0.0
299,25.0,0.0
300,25.0,0.0
301,25.0,0.0
302,25.0,0.0
303,25.0,0.0
304,25.0,0.0
305,25.0,0.0
306,25.0,0.0
307,25.0,0.0
308,25.0,0.0
309,25.0,0.0
310,25.0,0.0
311,25.0,0.0
312,25.0,0.0
313,25.0,0.0
314,25.0,0.0
315,25.0,0.0
316,25.0,0.0
317,25.0,0.0
318,25.0,0.0
319,25.0,0.0
320,25.0,0.0
321,25.0,0.0
322,25.0,0.0
323,25.0,0.0
324,25.0,0.0
325,25.0,0.0
326,25.0,0.0
327,25.0,0.0
328,25.0,0.0
329,25.0,0.0
330,25.0,0.0
331,25.0,0.0
332,25.0,0.0
333,25.0,0.0
334,25.0,0.0
335,25.0,0.0
336,25.0,0.0
337,25.0,0.0
338,25.0,-0.2
339,25.0,-0.2
340,25.0,-0.2
341,25.0,-0.2
342,25.0,-0.2
343,25.0,-0.2
344,25.0,-0.2
345,25.0,-0.2
346,25.0,-0.2
347,25.0,-0.2
348,25.0,-0.2
349,25.0,-0.2
350,25.0,-0.2
351,25.0,-0.2
352,25.0,-0.2
353,25.0,-0.2
354,25.0,-0.2
355,25.0,-0.2
356,25.0,-0.2
357,25.0,-0.2
358,25.0,-0.2
359,25.0,-0.2
360,25.0,-0.2
361,25.0,-0.2
362,25.0,-0.2
363,25.0,-0.2
364,25.0,0.0
365,25.0,0.0
366,25.0,0.0
367,25.0,0.0
368,25.0,0.0
369,25.0,0.0
370,25.0,0.0
371,25.0,0.0
372,25.0,0.0
373,25.0,0.0
374,25.0,0.0
375,25.0,0.0
376,25.0,0.0
377,25.0,0.0
378,25.0,0.0
379,25.0,0.0
380,25.0,0.0
381,25.0,0.0
382,25.0,0.0
383,25.0,0.0
384,25.0,0.0
385,25.0,0.0
386,25.0,0.0
387,25.0,0.0
388,25.0,0.0
389,25.0,0.0
390,25.0,0.0
391,25.0,0.0
392,25.0,0.0
393,25.0,0.0
394,25.0,0.0
395,25.0,0.0
396,25.0,0.0
397,25.0,0.0
398,25.0,0.0
399,25.0,0.0
400,25.0,0.0
401,25.0,0.0
402,25.0,0.0
403,25.0,0.0
404,25.0,0.0
405,25.0,0.0
406,25.0,0.0
407,25.0,0.0
408,25.0,0.0
409,25.0,0.0
410,25.0,0.0
411,25.0,0.0
412,25.0,0.0
413,25.0,0.0
414,25.0,0.0
415,25.0,0.0
416,25.0,0.0
417,25.0,0.0
418,25.0,0.0
419,25.0,0.0
420,25.0,0.0
421,25.0,0.0
422,25.0,0.0
423,25.0,0.0
424,25.0,0.0
425,25.0,0.0
426,25.0,0.0
427,25.0,0.0
428,25.0,0.0
429,25.0,0.0
430,25.0,0.0
431,25.0,0.0
432,25.0,0.0
433,25.0,0.0
434,25.0,-0.2
435,25.0,-0.2
436,25.0,-0.2
437,25.0,-0.2
438,25.0,-0.2
439,25.0,-0.2
440,25.0,-0.2
441,25.0,-0.2
442,25.0,-0.2
443,25.0,-0.2
444,25.0,-0.2
445,25.0,-0.2
446,25.0,-0.2
447,25.0,-0.2
448,25.0,-0.2
449,25.0,-0.2
450,25.0,-0.2
451,25.0,-0.2
452,25.0,-0.2
453,25.0,-0.2
454,25.0,-0.2
455,25.0,-0.2
456,25.0,-0.2
457,25.0,-0.2
458,25.0,-0.2
459,25.0,-0.2
460,25.0,-0.2
461,25.0,-0.2
462,25.0,-0.2
463,25.0,-0.2
464,25.0,-0.2
465,25.0,-0.2
466,25.0,-0.2
467,25.0,-0.2
468,25.0,-0.2
469,25.0,-0.2
470,25.0,-0.2
471,25.0,-0.2
472,25.0,-0.2
473,25.0,-0.2
474,25.0,-0.2
475,25.0,-0.2
476,25.0,-0.2
477,25.0,-0.2
478,25.0,-0.2
479,25.0,-0.2
480,25.0,-0.2
481,25.0,-0.2
482,25.0,-0.2
483,25.0,-0.2
484,25.0,-0.2
485,25.0,-0.2
486,25.0,0.0
487,25.0,0.0
488,25.0,0.0
489,25.0,0.0
490,25.0,0.0
491,25.0,0.0
492,25.0,0.0
493,25.0,0.0
494,25.0,0.0
495,25.0,0.0
496,25.0,0.0
497,25.0,0.0
498,25.0,0.0
499,25.0,0.0
500,25.0,0.0
501,25.0,0.0
502,25.0,0.0
503,25.0,0.0
504,25.0,0.0
505,25.0,-0.2
506,25.0,-0.2
507,25.0,-0.2
508,25.0,-0.2
509,25.0,-0.2
510,25.0,-0.2
511,25.0,-0.2
512,25.0,-0.2
513,25.0,-0.2
514,25.0,-0.2
515,25.0,-0.2
516,25.0,-0.2
517,25.0,-0.2
518,25.0,-0.2
519,25.0,-0.2
520,25.0,-0.2
521,25.0,-0.2
522,25.0,-0.2
523,25.0,-0.2
524,25.0,-0.2
525,25.0,-0.2
526,25.0,-0.2
527,25.0,-0.2
528,25.0,-0.2
529,25.0,-0.2
530,25.0,-0.2
531,25.0,-0.2
532,25.0,-0.2
533,25.0,-0.2
534,25.0,-0.2
535,25.0,-0.2
536,25.0,-0.2
537,25.0,-0.2
538,25.0,-0.2
539,25.0,-0.2
540,25.0,-0.2
541,25.0,-0.2
542,25.0,-0.2
543,25.0,-0.2
544,25.0,-0.2
545,25.0,-0.2
546,25.0,-0.2
547,25.0,-0.2
548,25.0,-0.2
549,25.0,-0.2
550,25.0,-0.2
551,25.0,-0.2
552,25.0,-0.2
553,25.0,-0.2
554,25.0,-0.2
555,25.0,-0.2
556,25.0,-0.2
557,25.0,0.0
558,25.0,0.0
559,25.0,0.0
560,25.0,0.0
561,25.0,0.0
562,25.0,0.0
563,25.0,0.0
564,25.0,0.0
565,25.0,0.0
566,25.0,0.0
567,25.0,0.0
568,25.0,0.0
569,25.0,0.0
570,25.0,0.0
571,25.0,0.0
572,25.0,0.0
573,25.0,0.0
574,25.0,0.0
575,25.0,0.0
576,25.0,0.0
577,25.0,0.0
578,25.0,0.0
579,25.0,0.0
580,25.0,0.0
581,25.0,0.0
582,25.0,0.0
583,25.0,-0.2
584,25.0,-0.2
585,25.0,-0.2
586,25.0,-0.2
587,25.0,-0.2
588,25.0,-0.2
589,25.0,-0.2
590,25.0,-0.2
591,25.0,-0.2
592,25.0,-0.2
593,25.0,-0.2
594,25.0,-0.2
595,25.0,-0.2
596,25.0,-0.2
597,25.0,-0.2
598,25.0,-0.2
599,25.0,-0.2
600,25.0,-0.2
601,25.0,-0.2
602,25.0,-0.2
603,25.0,-0.2
604,25.0,-0.2
605,25.0,-0.2
606,25.0,-0.2
607,25.0,-0.2
608,25.0,-0.2
609,25.0,-0.2
610,25.0,-0.2
611,25.0,-0.2
612,25.0,-0.2
613,25.0,0.0
614,25.0,0.0
615,25.0,0.0
616,25.0,0.0
617,25.0,0.0
618,25.0,0.0
619,25.0,0.0
620,25.0,0.0
621,25.0,0.0
622,25.0,0.0
623,25.0,0.0
624,25.0,0.0
625,25.0,0.0
626,25.0,0.0
627,25.0,0.0
628,25.0,0.0
629,25.0,0.0
630,25.0,0.0
631,25.0,0.0
632,25.0,0.0
633,25.0,0.0
634,25.0,0.0
635,25.0,0.0
636,25.0,0.0
637,25.0,0.0
638,25.0,0.0
639,25.0,0.0
640,25.0,0.0
641,25.0,0.0
642,25.0,0.0
643,25.0,0.0
644,25.0,0.0
645,25.0,0.0
646,25.0,0.0
647,25.0,0.0
648,25.0,0.0
649,25.0,0.0
650,25.0,0.0
651,25.0,0.0
652,25.0,0.0
653,25.0,0.0
654,25.0,0.0
655,25.0,0.0
656,25.0,0.0
657,25.0,0.0
658,25.0,0.0
659,25.0,0.0
660,25.0,0.0
661,25.0,0.0
662,25.0,0.0
663,25.0,0.0
664,25.0,0.0
665,25.0,0.0
666,25.0,0.0
667,25.0,0.0
668,25.0,0.0
669,25.0,0.0
670,25.0,0.0
671,25.0,0.0
672,25.0,0.0
673,25.0,0.0
674,25.0,0.0
675,25.0,0.0
676,25.0,0.0
677,25.0,0.0
678,25.0,0.0
679,25.0,0.0
680,25.0,0.0
681,25.0,0.0
682,25.0,0.0
683,25.0,0.0
684,25.0,0.0
685,25.0,0.0
686,25.0,0.0
687,25.0,0.0
688,25.0,0.0
689,25.0,0.0
690,25.0,0.0
691,25.0,0.0
692,25.0,0.0
693,25.0,0.0
694,25.0,0.0
695,25.8,0.0
696,26.6,0.0
697,27.400000000000002,0.0
698,28.200000000000003,0.0
699,29.000000000000004,0.0
700,29.800000000000004,0.0
701,29.800000000000004,0.0
702,29.800000000000004,0.0
703,29.800000000000004,0.0
704,29.800000000000004,0.0
705,29.800000000000004,0.0
706,29.800000000000004,0.0
707,29.800000000000004,0.0
708,29.800000000000004,0.0
709,29.800000000000004,0.0
710,29.800000000000004,0.0
711,29.800000000000004,0.0
712,29.800000000000004,0.0
713,29.800000000000004,0.0
714,29.800000000000004,0.0
715,29.800000000000004,0.0
716,29.800000000000004,0.0
717,29.800000000000004,0.0
718,29.800000000000004,0.0
719,29.800000000000004,0.0
720,29.800000000000004,0.0
721,29.800000000000004,0.0
722,29.800000000000004,0.0
723,29.800000000000004,0.0
724,29.800000000000004,0.0
725,29.800000000000004,0.0
726,29.800000000000004,0.0
727,29.800000000000004,0.0
728,29.800000000000004,-0.2
729,29.800000000000004,-0.2
730,29.800000000000004,-0.2
731,29.800000000000004,-0.2
732,29.800000000000004,-0.2
733,29.800000000000004,-0.2
734,29.800000000000004,-0.2
735,29.800000000000004,-0.2
736,29.800000000000004,-0.2
737,29.800000000000004,-0.2
738,29.800000000000004,-0.2
739,29.800000000000004,0.0
740,29.800000000000004,0.0
741,29.800000000000004,0.0
742,29.800000000000004,0.0
743,29.800000000000004,0.0
744,29.800000000000004,0.0
745,29.800000000000004,0.0
746,29.800000000000004,0.0
747,29.800000000000004,0.0
748,29.800000000000004,0.0
749,29.800000000000004,0.0
750,29.800000000000004,0.0
751,29.800000000000004,0.0
752,29.800000000000004,0.0
753,29.800000000000004,0.0
754,29.800000000000004,-0.2
755,29.800000000000004,-0.2
756,29.800000000000004,-0.2
757,29.800000000000004,-0.2
758,29.800000000000004,-0.2
759,29.800000000000004,-0.2
760,29.800000000000004,-0.2
761,29.800000000000004,-0.2
762,29.800000000000004,-0.2
763,29.800000000000004,-0.2
764,29.800000000000004,-0.2
765,29.800000000000004,-0.2
766,29.800000000000004,-0.2
767,29.800000000000004,-0.2
768,29.800000000000004,-0.2
769,29.800000000000004,-0.2
770,29.800000000000004,-0.2
771,29.800000000000004,-0.2
772,29.800000000000004,-0.2
773,29.800000000000004,-0.2
774,29.800000000000004,-0.2
775,29.800000000000004,-0.2
776,29.800000000000004,-0.2
777,29.800000000000004,-0.2
778,29.800000000000004,-0.2
779,29.800000000000004,-0.2
780,29.800000000000004,-0.2
781,29.800000000000004,-0.2
782,29.800000000000004,-0.2
783,29.800000000000004,-0.2
784,29.800000000000004,-0.2
785,29.800000000000004,-0.2
786,29.800000000000004,-0.2
787,29.800000000000004,-0.2
788,29.800000000000004,-0.2
789,29.800000000000004,-0.2
790,29.800000000000004,-0.2
791,29.800000000000004,0.0
792,29.800000000000004,0.0
793,29.800000000000004,0.0
794,29.800000000000004,0.0
795,29.800000000000004,0.0
796,29.800000000000004,0.0
797,29.800000000000004,0.0
798,29.800000000000004,0.0
799,29.800000000000004,0.0
800,29.800000000000004,0.0
801,29.800000000000004,0.0
802,29.800000000000004,0.0
803,29.800000000000004,0.0
804,29.800000000000004,0.0
805,29.800000000000004,0.0
806,29.800000000000004,0.0
807,29.800000000000004,0.0
808,29.800000000000004,0.0
809,29.800000000000004,0.0
810,29.800000000000004,0.0
811,29.800000000000004,0.0
812,29.800000000000004,0.0
813,29.800000000000004,0.0
814,29.800000000000004,0.0
815,29.800000000000004,0.0
816,29.800000000000004,0.0
817,29.800000000000004,0.0
818,29.800000000000004,0.0
819,29.800000000000004,0.0
820,29.800000000000004,0.0
821,29.800000000000004,0.0
822,29.800000000000004,0.0
823,29.800000000000004,0.0
824,29.800000000000004,0.0
825,29.800000000000004,0.0
826,29.800000000000004,0.0
827,29.800000000000004,0.0
828,29.800000000000004,0.0
829,29.800000000000004,0.0
830,29.800000000000004,-0.2
831,29.800000000000004,-0.2
832,29.800000000000004,-0.2
833,29.800000000000004,-0.2
834,29.800000000000004,-0.2
835,29.800000000000004,-0.2
836,29.800000000000004,-0.2
837,29.800000000000004,-0.2
838,29.800000000000004,-0.2
839,29.800000000000004,-0.2
840,29.800000000000004,-0.2
841,29.800000000000004,-0.2
842,29.800000000000004,-0.2
843,29.800000000000004,-0.2
844,29.800000000000004,-0.2
845,29.800000000000004,-0.2
846,29.800000000000004,-0.2
847,29.800000000000004,-0.2
848,29.800000000000004,-0.2
849,29.800000000000004,0.0
850,29.800000000000004,0.0
851,29.800000000000004,0.0
852,29.800000000000004,0.0
853,29.800000000000004,0.0
854,29.800000000000004,0.0
855,29.800000000000004,0.0
856,29.800000000000004,0.0
857,29.800000000000004,0.0
858,29.800000000000004,0.0
859,29.800000000000004,0.0
860,29.800000000000004,0.0
861,29.800000000000004,0.0
862,29.800000000000004,0.0
863,29.800000000000004,0.0
864,29.800000000000004,0.0
865,29.800000000000004,0.0
866,29.800000000000004,0.0
867,29.800000000000004,0.0
868,29.800000000000004,0.0
869,29.800000000000004,0.0
870,29.800000000000004,0.0
871,29.800000000000004,0.0
872,29.800000000000004,0.0
873,29.800000000000004,0.0
874,29.800000000000004,0.0
875,29.800000000000004,0.0
876,29.800000000000004,0.0
877,29.800000000000004,0.0
878,29.800000000000004,0.0
879,29.800000000000004,0.0
880,29.800000000000004,0.0
881,29.800000000000004,0.0
882,29.800000000000004,0.0
883,29.800000000000004,0.0
884,29.800000000000004,0.0
885,29.800000000000004,0.0
886,29.800000000000004,0.0
887,29.800000000000004,0.0
888,29.800000000000004,0.0
889,29.800000000000004,0.0
890,29.800000000000004,0.0
891,29.800000000000004,0.0
892,29.800000000000004,0.0
893,29.800000000000004,-0.2
894,29.800000000000004,-0.2
895,29.800000000000004,-0.2
896,29.800000000000004,-0.2
897,29.800000000000004,-0.2
898,29.800000000000004,-0.2
899,29.800000000000004,-0.2
900,29.800000000000004,-0.2
901,29.800000000000004,-0.2
902,29.800000000000004,-0.2
903,29.800000000000004,-0.2
904,29.800000000000004,-0.2
905,29.800000000000004,-0.2
906,29.800000000000004,-0.2
907,29.800000000000004,-0.2
908,29.800000000000004,-0.2
909,29.800000000000004,-0.2
910,29.800000000000004,-0.2
911,29.800000000000004,-0.2
912,29.800000000000004,-0.2
913,29.800000000000004,-0.2
914,29.800000000000004,-0.2
915,30.600000000000005,0.0
916,31.400000000000006,0.0
917,32.2,0.0
918,33.0,0.0
919,33.8,0.0
920,34.599999999999994,0.0
921,35.39999999999999,0.0
922,36.19999999999999,0.0
923,36.999999999999986,0.0
924,37.79999999999998,0.0
925,37.79999999999998,0.0
926,37.79999999999998,0.0
927,37.79999999999998,0.0
928,37.79999999999998,0.0
929,37.79999999999998,0.0
930,37.79999999999998,0.0
931,37.79999999999998,0.0
932,37.79999999999998,0.0
933,37.79999999999998,0.0
934,37.79999999999998,0.0
935,37.79999999999998,0.0
936,37.79999999999998,0.0
937,37.79999999999998,0.0
938,37.79999999999998,0.0
939,37.79999999999998,0.0
940,37.79999999999998,0.0
941,37.79999999999998,0.0
942,37.79999999999998,0.0
943,37.79999999999998,0.0
944,37.79999999999998,0.0
945,37.79999999999998,0.0
946,37.79999999999998,0.0
947,37.79999999999998,0.0
948,37.79999999999998,0.0
949,37.79999999999998,0.0
950,37.79999999999998,0.0
951,37.79999999999998,0.0
952,37.79999999999998,0.0
953,37.79999999999998,0.0
954,37.79999999999998,0.0
955,37.79999999999998,0.0
956,37.79999999999998,0.0
957,37.79999999999998,0.0
958,37.79999999999998,0.0
959,37.79999999999998,0.0
960,37.79999999999998,0.0
961,37.79999999999998,0.0
962,37.79999999999998,0.0
963,37.79999999999998,0.0
964,37.79999999999998,0.0
965,37.79999999999998,0.0
966,37.79999999999998,0.0
967,37.79999999999998,0.0
968,37.79999999999998,0.0
969,37.79999999999998,0.0
970,37.79999999999998,0.0
971,37.79999999999998,0.0
972,37.79999999999998,0.0
973,37.79999999999998,0.0
974,37.79999999999998,0.0
975,37.79999999999998,0.0
976,37.79999999999998,0.0
977,37.79999999999998,0.0
978,37.79999999999998,0.0
979,38.59999999999998,0.0
980,39.39999999999998,0.0
981,40.199999999999974,0.0
982,40.99999999999997,0.0
983,41.79999999999997,0.0
984,42.599999999999966,0.0
985,43.39999999999996,0.0
986,44.19999999999996,0.0
987,44.99999999999996,0.0
988,44.99999999999996,-0.2
989,44.99999999999996,-0.2
990,44.99999999999996,-0.2
991,44.99999999999996,-0.2
992,44.99999999999996,-0.2
993,44.99999999999996,-0.2
994,44.99999999999996,-0.2
995,44.99999999999996,-0.2
996,44.99999999999996,-0.2
997,44.99999999999996,-0.2
998,44.99999999999996,-0.2
999,44.99999999999996,-0.2
1000,44.99999999999996,-0.2
1001,44.99999999999996,-0.2
1002,44.99999999999996,-0.2
1003,44.99999999999996,0.0
1004,44.99999999999996,0.0
1005,44.99999999999996,0.0
1006,44.99999999999996,0.0
1007,44.99999999999996,0.0
1008,44.99999999999996,0.0
1009,44.99999999999996,0.0
1010,44.99999999999996,0.0
1011,44.99999999999996,0.0
1012,44.99999999999996,0.0
1013,44.99999999999996,0.0
1014,44.99999999999996,0.0
1015,44.99999999999996,0.0
1016,44.99999999999996,0.0
1017,44.99999999999996,0.0
1018,44.99999999999996,0.0
1019,44.99999999999996,0.0
1020,44.99999999999996,0.0
1021,44.99999999999996,0.0
1022,44.99999999999996,0.0
1023,44.99999999999996,0.0
1024,44.99999999999996,0.0
1025,44.99999999999996,0.0
1026,44.99999999999996,0.0
1027,44.99999999999996,0.0
1028,44.99999999999996,0.0
1029,44.99999999999996,0.0
1030,44.99999999999996,0.0
1031,44.99999999999996,0.0
1032,44.99999999999996,0.0
1033,44.99999999999996,0.0
1034,44.99999999999996,0.0
1035,44.99999999999996,-0.2
1036,44.99999999999996,-0.2
1037,44.99999999999996,-0.2
1038,44.99999999999996,-0.2
1039,44.99999999999996,-0.2
1040,44.99999999999996,-0.2
1041,44.99999999999996,-0.2
1042,44.99999999999996,-0.2
1043,44.99999999999996,-0.2
1044,44.99999999999996,-0.2
1045,44.99999999999996,-0.2
1046,44.99999999999996,-0.2
1047,44.99999999999996,-0.2
1048,44.99999999999996,-0.2
1049,44.99999999999996,-0.2
1050,44.99999999999996,-0.2
1051,44.99999999999996,-0.2
1052,44.99999999999996,-0.2
1053,44.99999999999996,-0.2
1054,44.99999999999996,-0.2
1055,44.99999999999996,0.0
1056,44.99999999999996,0.0
1057,44.99999999999996,0.0
1058,44.99999999999996,0.0
1059,44.99999999999996,0.0
1060,44.99999999999996,0.0
1061,44.99999999999996,0.0
1062,44.99999999999996,0.0
1063,44.99999999999996,0.0
1064,44.99999999999996,0.0
1065,44.99999999999996,0.0
1066,44.99999999999996,0.0
1067,44.99999999999996,0.0
1068,44.99999999999996,0.0
1069,44.99999999999996,0.0
1070,44.99999999999996,0.0
1071,44.99999999999996,0.0
1072,44.99999999999996,0.0
1073,44.99999999999996,0.0
1074,44.99999999999996,0.0
1075,44.99999999999996,0.0
1076,44.99999999999996,0.0
1077,44.99999999999996,0.0
1078,44.99999999999996,0.0
1079,44.99999999999996,0.0
1080,44.99999999999996,0.0
1081,44.99999999999996,0.0
1082,44.99999999999996,0.0
1083,44.99999999999996,0.0
1084,44.99999999999996,0.0
1085,44.99999999999996,0.0
1086,44.99999999999996,0.0
1087,44.99999999999996,0.0
1088,44.99999999999996,0.0
1089,44.99999999999996,0.0
1090,44.99999999999996,0.0
1091,44.99999999999996,0.0
1092,44.99999999999996,0.0
1093,44.99999999999996,0.0
1094,44.99999999999996,0.0
1095,44.99999999999996,0.0
1096,44.99999999999996,0.0
1097,44.99999999999996,0.0
1098,44.99999999999996,0.0
1099,44.99999999999996,0.0
1100,44.99999999999996,0.0
1101,44.99999999999996,0.0
1102,44.99999999999996,0.0
1103,44.99999999999996,0.0
1104,44.99999999999996,0.0
1105,44.99999999999996,0.0
1106,44.99999999999996,0.0
1107,44.99999999999996,0.2
1108,44.99999999999996,0.2
1109,44.99999999999996,0.2
1110,44.99999999999996,0.2
1111,44.99999999999996,0.2
1112,44.99999999999996,0.2
1113,44.99999999999996,0.2
1114,44.99999999999996,0.2
1115,44.99999999999996,0.2
1116,44.99999999999996,0.2
1117,44.99999999999996,0.0
1118,44.99999999999996,0.0
1119,44.99999999999996,0.0
1120,44.99999999999996,0.0
1121,44.99999999999996,0.0
1122,44.99999999999996,0.0
1123,44.99999999999996,0.0
1124,44.99999999999996,0.0
1125,44.99999999999996,0.0
1126,44.99999999999996,0.0
1127,44.99999999999996,0.0
1128,44.99999999999996,0.0
1129,44.99999999999996,0.0
1130,44.99999999999996,0.0
1131,44.99999999999996,0.0
1132,44.99999999999996,0.0
1133,44.99999999999996,0.0
1134,44.99999999999996,0.0
1135,44.99999999999996,0.0
1136,44.99999999999996,0.0
1137,44.99999999999996,0.0
1138,44.99999999999996,0.0
1139,44.99999999999996,0.0
1140,44.99999999999996,0.0
1141,44.99999999999996,0.0
1142,44.99999999999996,0.0
1143,44.99999999999996,0.0
1144,44.99999999999996,0.0
1145,44.99999999999996,0.0
1146,44.99999999999996,0.0
1147,44.99999999999996,0.0
1148,44.99999999999996,0.0
1149,44.99999999999996,0.0
1150,44.99999999999996,0.0
1151,44.99999999999996,0.0
1152,44.99999999999996,0.0
1153,44.99999999999996,0.0
1154,44.99999999999996,0.0
1155,44.99999999999996,0.0
1156,44.99999999999996,0.0
1157,44.99999999999996,0.0
1158,44.99999999999996,0.0
1159,44.99999999999996,0.0
1160,44.99999999999996,0.0
1161,44.99999999999996,0.0
1162,44.99999999999996,0.0
1163,44.99999999999996,0.0
1164,44.99999999999996,0.0
